Artículo;FP;articulo;Artículo Desc.;Deposito;Sector;Pasillo;Col;Nivel;Secuencia;Posición;Paleta;Lote;Tot.Uni.;Tot.Blts.;Sob.Unid.;U;U/B;Ingreso;Venc.;Est.;Mar.;Proveedor;Descripción Prov.
P1270;1;;DOVE RECONSTRUCCION COMPLETA AC x20;1;100;CO02;40;2;A;CO02 -040-02A;103819;1;144;144;0;B;1;24/09/2019;28/03/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P1270;1;;DOVE RECONSTRUCCION COMPLETA AC x20;1;100;CO02;38;2;A;CO02 -038-02A;103823;1;19;19;0;B;1;24/09/2019;28/03/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P1271;1;;DOVE RECONSTRUCCION COMPLETA AC x40;1;100;CO03;23;2;A;CO03 -023-02A;103855;1;80;80;0;B;1;24/09/2019;01/03/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P1271;1;;DOVE RECONSTRUCCION COMPLETA AC x40;1;100;CO03;21;2;C;CO03 -021-02C;104782;1;6;6;0;B;1;02/10/2019;01/02/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1272;1;;DOVE OLEO NUTRICION CPP x200ml;1;100;CO02;80;2;A;CO02 -080-02A;104269;1;6;6;0;B;1;27/09/2019;01/03/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P1278;1;;DOVE RECONSTRUCCION COMPLETA CT x35;1;100;CO03;57;3;A;CO03 -057-03A;103785;1;4;4;0;B;1;24/09/2019;01/03/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1284;1;;DOVE HIDRATACION INTENSA SH x400ml;1;100;CO03;3;3;A;CO03 -003-03A;103726;1;85;85;0;B;1;24/09/2019;02/08/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P1284;1;;DOVE HIDRATACION INTENSA SH x400ml;1;100;CO03;5;3;A;CO03 -005-03A;;;0;0;0;B;1;/  /;01/06/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P1285;1;;DOVE OLEO NUTRICION SH x200ml;1;100;CO03;79;3;B;CO03 -079-03B;104287;1;1;1;0;B;1;27/09/2019;01/07/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P1286;1;;DOVE OLEO NUTRICION SH x400ml;1;100;CO03;19;2;C;CO03 -019-02C;103718;1;76;76;0;B;1;24/09/2019;02/03/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1290;1;;DOVE RECONSTRUCCION COMPLETA SH x40;1;100;CO03;79;2;B;CO03 -079-02B;103760;1;46;46;0;B;1;24/09/2019;08/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1315;1;;PANTENE MAXPRO CUIDADO CLASICO SH x;1;100;CO03;69;2;B;CO03 -069-02B;103775;1;31;31;0;B;1;24/09/2019;22/03/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1320;1;;PANTENE MAXPRO RIZOS DEFINIDOS AC x;1;100;CO02;52;2;B;CO02 -052-02B;103688;1;35;35;0;B;1;24/09/2019;30/11/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1321;1;;PANTENE MAXPRO RIZOS DEFINIDOS AC x;1;100;CO03;47;2;A;CO03 -047-02A;103710;1;63;63;0;B;1;24/09/2019;08/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1322;1;;PANTENE MAXPRO RIZOS DEFINIDOS SH x;1;100;CO02;54;2;A;CO02 -054-02A;103681;1;21;21;0;B;1;24/09/2019;13/03/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1323;1;;PANTENE MAXPRO RIZOS DEFINIDOS SH x;1;100;CO03;41;2;B;CO03 -041-02B;103796;1;38;38;0;B;1;24/09/2019;12/06/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1324;1;;PANTENEÿMAXPROÿHIDROCAUTERIZACIONÿS;1;100;CO02;85;2;A;CO02 -085-02A;;;0;0;0;B;1;/  /;03/02/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1326;1;;PANTENEÿMAXPROÿHIDROCAUTERIZACIONÿA;1;100;CO02;72;2;C;CO02 -072-02C;104486;1;20;20;0;B;1;30/09/2019;10/02/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1327;1;;PANTENEÿMAXPROÿHIDROCAUTERIZACIONÿA;1;100;CO03;25;2;A;CO03 -025-02A;103795;1;79;79;0;B;1;24/09/2019;05/02/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1327;1;;PANTENEÿMAXPROÿHIDROCAUTERIZACIONÿA;1;100;CO03;27;2;A;CO03 -027-02A;;;0;0;0;B;1;/  /;01/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1331;1;;PANTENE MAXPRO CONTROL CAIDA AC x20;1;100;CO03;31;2;A;CO03 -031-02A;104274;1;1;1;0;B;1;27/09/2019;22/02/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1332;1;;PANTENE MAXPRO CONTROL CAIDA AC x40;1;100;CO03;61;2;B;CO03 -061-02B;103673;1;1;1;0;B;1;24/09/2019;01/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1345;1;;IMPULSE TRUE LOVE DESO.x58gr/75ml;1;100;CO01;42;2;A;CO01 -042-02A;;;0;0;0;B;1;/  /;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1346;1;;IMPULSE VERY PINK DESO.x58gr/75ml;1;100;CO01;81;2;B;CO01 -081-02B;;;0;0;0;B;1;/  /;01/06/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1348;1;;IMPULSE MUSK DESO.x58gr/75ml;1;100;CO01;54;2;A;CO01 -054-02A;;;0;0;0;B;1;/  /;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1351;1;;PAMPERS SUPERSEC pa±al x26u MED;1;100;CO01;81;1;C;CO01 -081-01C;105127;1;19;19;0;B;1;09/10/2019;01/02/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1352;1;;PAMPERS SUPERSEC pa±al x22u GDE;1;100;CO01;68;1;A;CO01 -068-01A;105814;1;12;12;0;B;1;17/10/2019;01/07/2021;DO;;10335;
P1353;1;;PAMPERS SUPERSEC pañal x18u XGD;1;100;CO01;66;1;A;CO01 -066-01A;105821;1;31;31;0;B;1;17/10/2019;01/06/2021;DO;;10335;
P1354;1;;PAMPERS SUPERSEC pañal x18u XXGD;1;100;CO01;40;1;A;CO01 -040-01A;104652;1;23;23;0;B;1;01/10/2019;01/01/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1354;1;;PAMPERS SUPERSEC pañal x18u XXGD;1;100;CO01;42;1;A;CO01 -042-01A;103628;1;32;32;0;B;1;23/09/2019;01/01/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1363;1;;PAMPERS CONFORTSEC POD pañal x30u P;1;100;CO01;56;1;A;CO01 -056-01A;105790;1;9;9;0;B;1;17/10/2019;01/09/2021;DO;;10335;
P1364;1;;PAMPERS CONFORTSEC POD pañal x26u M;1;100;CO01;50;1;A;CO01 -050-01A;103783;1;1;1;0;B;1;23/09/2019;01/01/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1364;1;;PAMPERS CONFORTSEC POD pañal x26u M;1;100;CO01;48;1;A;CO01 -048-01A;103646;1;24;24;0;B;1;23/09/2019;01/01/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1365;1;;PAMPERS CONFORTSEC POD pañal x22u G;1;100;CO01;79;1;A;CO01 -079-01A;104456;1;27;27;0;B;1;30/09/2019;01/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1365;1;;PAMPERS CONFORTSEC POD pañal x22u G;1;100;CO01;77;3;A;CO01 -077-03A;104455;1;6;6;0;B;1;30/09/2019;02/09/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P1368;1;;PAMPERS SUPERSEC pañal x30u PEQ;1;100;CO01;44;1;A;CO01 -044-01A;103636;1;25;25;0;B;1;23/09/2019;01/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1370;1;;ORAL-B 3D WHITE PERFECTION cr.x102g;1;100;CO01;20;3;B;CO01 -020-03B;104076;1;37;37;0;B;1;26/09/2019;01/12/2019;DO;;10327;ORIEN S.A. - SAN BLAS
P1379;1;;CAREFREEÿTODOSÿLOSÿDIASÿTANGAÿprote;1;100;CO03;4;3;A;CO03 -004-03A;;;0;0;0;B;1;/  /;/  /;DL;;10327;ORIEN S.A. - SAN BLAS
P1379;1;;CAREFREEÿTODOSÿLOSÿDIASÿTANGAÿprote;1;100;CO03;8;3;A;CO03 -008-03A;;;0;0;0;B;1;/  /;/  /;DL;;10327;ORIEN S.A. - SAN BLAS
P1379;1;;CAREFREEÿTODOSÿLOSÿDIASÿTANGAÿprote;1;100;CO03;6;3;A;CO03 -006-03A;;;0;0;0;B;1;/  /;/  /;DL;;10327;ORIEN S.A. - SAN BLAS
P1379;1;;CAREFREEÿTODOSÿLOSÿDIASÿTANGAÿprote;1;100;CO03;10;3;A;CO03 -010-03A;105150;1;83;83;0;B;1;08/10/2019;01/05/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P1380;1;;CAREFREEÿTODOSÿLOSÿDIASÿTANGAÿprote;1;100;CO02;80;3;B;CO02 -080-03B;103394;1;148;148;0;B;1;20/09/2019;05/05/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1390;1;;COMODIN REFUERZA PAÑAL aposito x20u;1;100;CO02;42;1;A;CO02 -042-01A;;;0;0;0;B;1;/  /;01/08/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1390;1;;COMODIN REFUERZA PAÑAL aposito x20u;1;100;CO02;44;1;A;CO02 -044-01A;;;0;0;0;B;1;/  /;01/08/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P1521;1;;BAND AID TRANSPARENTE x10u;1;100;CO03;14;4;A;CO03 -014-04A;104907;1;0;0;0;B;1;07/10/2019;01/05/2050;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P1554;1;;JOHNSON BODYLOTION 24HORAS bl x400m;1;100;CO01;39;3;C;CO01 -039-03C;104873;1;8;8;0;B;1;07/10/2019;01/03/2021;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P1559;1;;JOHNSONÿBABYÿTHÿDESDEÿELÿPRIMERÿDIA;1;100;CO03;33;3;A;CO03 -033-03A;103643;1;20;20;0;B;1;23/09/2019;01/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1694;1;;HUGGIES TH COTIDIANO toa.h·medasx96;1;100;CO01;34;1;A;CO01 -034-01A;;;0;0;0;B;1;/  /;01/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1694;1;;HUGGIES TH COTIDIANO toa.h·medasx96;1;100;CO01;32;1;B;CO01 -032-01B;;;0;0;0;B;1;/  /;01/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1694;1;;HUGGIES TH COTIDIANO toa.h·medasx96;1;100;CO01;32;1;C;CO01 -032-01C;103769;1;2;2;0;B;1;24/09/2019;01/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1697;1;;HUGGIESÿLITTLEÿSWIMMERSÿtrajeÿbañoÿ;1;100;CO03;63;1;A;CO03 -063-01A;;;0;0;0;B;1;/  /;01/01/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1698;1;;HUGGIESÿLITTLEÿSWIMMERSÿtrajeÿbañoÿ;1;100;CO01;82;1;C;CO01 -082-01C;;;0;0;0;B;1;/  /;03/10/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P1754;1;;SCOTTÿROLLOÿCOCINAÿMULTIUSOÿpaq.x3u;1;100;CO03;75;1;A;CO03 -075-01A;;;0;0;0;B;1;/  /;23/08/2023;DO;;10327;ORIEN S.A. - SAN BLAS
P1833;1;;GILLETTEÿFUSIONÿPRODGLIDEÿSTYLERÿ3E;1;100;CO02;1;2;C;CO02 -001-02C;;;0;0;0;B;1;/  /;01/05/2050;DO;;10327;ORIEN S.A. - SAN BLAS
P1847;1;;GILLETTE PRESTOBARBA 3 PS maq.desc.;1;100;CO03;12;5;;CO03 -012-05;105768;1;720;720;0;B;1;17/10/2019;01/05/2050;DO;;10335;
P1847;1;;GILLETTE PRESTOBARBA 3 PS maq.desc.;1;100;CO03;12;5;;CO03 -012-05;105767;1;720;720;0;B;1;17/10/2019;01/05/2050;DO;;10335;
P1847;1;;GILLETTE PRESTOBARBA 3 PS maq.desc.;1;100;CO03;12;5;;CO03 -012-05;105764;1;720;720;0;B;1;17/10/2019;01/05/2050;DO;;10335;
P1847;1;;GILLETTE PRESTOBARBA 3 PS maq.desc.;1;100;CO03;90;5;;CO03 -090-05;105773;1;720;720;0;B;1;17/10/2019;01/05/2050;DO;;10335;
P1847;1;;GILLETTE PRESTOBARBA 3 PS maq.desc.;1;100;CO03;90;5;;CO03 -090-05;105806;1;720;720;0;B;1;17/10/2019;01/05/2050;DO;;10335;
P1847;1;;GILLETTE PRESTOBARBA 3 PS maq.desc.;1;100;CO03;58;2;A;CO03 -058-02A;105770;1;216;216;0;B;1;17/10/2019;01/05/2050;DO;;10335;
P1847;1;;GILLETTE PRESTOBARBA 3 PS maq.desc.;1;100;CO03;12;5;;CO03 -012-05;105769;1;720;720;0;B;1;17/10/2019;01/05/2050;DO;;10335;
P1847;1;;GILLETTE PRESTOBARBA 3 PS maq.desc.;1;100;CO03;12;5;;CO03 -012-05;105765;1;720;720;0;B;1;17/10/2019;01/05/2050;DO;;10335;
P1847;1;;GILLETTE PRESTOBARBA 3 PS maq.desc.;1;100;CO03;12;5;;CO03 -012-05;105766;1;720;720;0;B;1;17/10/2019;01/05/2050;DO;;10335;
P1853;1;;GILLETTE VENUS DIVINE maq.x1u;1;100;CO03;22;4;B;CO03 -022-04B;105383;1;24;24;0;B;1;16/10/2019;01/01/2050;DO;;10335;
P1854;1;;GILLETTE VENUS DIVINE rep.x2u;1;100;CO01;90;1;A;CO01 -090-01A;105394;1;12;12;0;B;1;16/10/2019;01/05/2050;DO;;10335;
P1970;1;;JBÿCOMPLETEÿKITÿPORTATILÿx1uÿ(cr.x2;1;100;CO01;28;3;A;CO01 -028-03A;105376;1;74;74;0;B;1;16/10/2019;01/01/2050;DO;;10335;
P1981;1;;JB STAGES cr.x95gr;1;100;CO01;26;3;A;CO01 -026-03A;104529;1;41;41;0;B;1;01/10/2019;01/03/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P2013;1;;PAMPERS CONFORTSEC POD pañal x52u M;1;100;CO01;77;1;A;CO01 -077-01A;104151;1;7;7;0;B;1;26/09/2019;01/12/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P2126;1;;CIF BALLERINA PAÐO env.x3u;1;100;CO03;3;1;A;CO03 -003-01A;104327;1;1;1;0;B;1;27/09/2019;01/05/2023;DO;;10327;ORIEN S.A. - SAN BLAS
P2161;1;;CLEAR CAIDA CONTROL SH x400ml;1;100;CO03;71;3;B;CO03 -071-03B;104280;1;8;8;0;B;1;27/09/2019;01/06/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P2189;1;;DOVE GO FRESH PERA&ALOE VERA DESO.x;1;100;CO01;71;3;A;CO01 -071-03A;;;0;0;0;B;1;/  /;01/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P2197;1;;DOVEÿMENÿCAREÿLIMPIEZAÿREFRESCANTEÿ;1;100;CO03;75;3;A;CO03 -075-03A;104296;1;5;5;0;B;1;27/09/2019;01/05/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P2198;1;;DOVEÿMENÿCAREÿSILVERÿCONTROLÿAPÿDES;1;100;CO02;26;2;A;CO02 -026-02A;104250;1;10;10;0;B;1;27/09/2019;01/03/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P2228;1;;LIFEBUOY NATURE JBON x1u x125gr;1;100;CO02;33;3;A;CO02 -033-03A;104318;1;23;23;0;B;1;27/09/2019;01/05/2050;DO;;10327;ORIEN S.A. - SAN BLAS
P2229;1;;LIFEBUOYÿTOTALÿANTIBACTERIALÿJBONÿx;1;100;CO02;87;3;A;CO02 -087-03A;;;0;0;0;B;1;/  /;01/05/2050;DO;;10327;ORIEN S.A. - SAN BLAS
P2230;1;;LIFEBUOY TOTAL JBON x1u x125gr;1;100;CO02;35;3;A;CO02 -035-03A;103972;1;182;182;0;B;1;25/09/2019;01/05/2050;DO;;10327;ORIEN S.A. - SAN BLAS
P2233;1;;LORDÿCHESELINEÿGELÿEFECTÿHUMEDOÿpom;1;100;CO03;1;3;B;CO03 -001-03B;103793;1;144;144;0;B;1;24/09/2019;01/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P2233;1;;LORDÿCHESELINEÿGELÿEFECTÿHUMEDOÿpom;1;100;CO03;1;3;A;CO03 -001-03A;103792;1;78;78;0;B;1;24/09/2019;01/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P2233;1;;LORDÿCHESELINEÿGELÿEFECTÿHUMEDOÿpom;1;100;CO03;1;3;C;CO03 -001-03C;;;0;0;0;B;1;/  /;01/04/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P2251;1;;LUX VERBENA&TE VERDE JBON LIQ.x250m;1;100;CO02;81;3;A;CO02 -081-03A;104309;1;38;38;0;B;1;27/09/2019;01/05/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P2263;1;;PONDS DUAL loc.x200ml;1;100;CO01;61;3;C;CO01 -061-03C;;;0;0;0;B;1;/  /;01/10/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P2267;1;;REXONAÿEFFICIENTÿANTIBACTERIALÿpvo.;1;100;CO01;32;3;C;CO01 -032-03C;104017;1;80;80;0;B;1;25/09/2019;01/02/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P2572;1;;TRESEMME OIL RADIANTE ELIXIR x98ml;1;100;CO02;62;2;A;CO02 -062-02A;;;0;0;0;B;1;/  /;01/07/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P2677;1;;COMODINÿADÿANATOMICOÿJUVENILÿpa¤alÿ;1;100;CO02;32;1;A;CO02 -032-01A;;;0;0;0;B;1;/  /;01/05/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P2710;1;;ARIELÿLIMPIEZAÿIMPECABLEÿTBMÿENÿAGU;1;100;CO02;1;3;C;CO02 -001-03C;105368;1;14;14;0;B;1;16/10/2019;01/03/2021;DO;;10335;
P2740;1;;JOHNSONÿBABYÿFRESCAÿCARICIAÿVERDEÿc;1;100;CO03;6;4;A;CO03 -006-04A;104911;1;0;0;0;B;1;07/10/2019;01/06/2022;DO;;10307;JOHNSON Y JOHNSON DE ARGENTINA
P2758;1;;PANTENE EXPERT HYDRA INTENSIFY AC x;1;100;CO03;51;2;A;CO03 -051-02A;103756;1;24;24;0;B;1;24/09/2019;02/11/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P2759;1;;PANTENE EXPERT HYDRA INTENSIFY SH x;1;100;CO02;30;2;C;CO02 -030-02C;103828;1;45;45;0;B;1;24/09/2019;01/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P2759;1;;PANTENE EXPERT HYDRA INTENSIFY SH x;1;100;CO02;32;2;A;CO02 -032-02A;103834;1;59;59;0;B;1;24/09/2019;01/06/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P2778;1;;DOVE RECUPERACION EXTEMA CT x350gr;1;100;CO03;59;3;A;CO03 -059-03A;;;0;0;0;B;1;/  /;01/02/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P2786;1;;OLD SPICE LEÑA DESO.BARRA x50gr;1;100;CO02;77;2;A;CO02 -077-02A;;;0;0;0;B;1;/  /;04/05/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P2787;1;;OLD SPICE LEÑA DESO.x150ml AT;1;100;CO02;69;2;A;CO02 -069-02A;104519;1;13;13;0;B;1;01/10/2019;27/09/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P2790;1;;PAMPERS BABYWIPES ML toa.x48u;1;100;CO01;60;1;A;CO01 -060-01A;;;0;0;0;B;1;/  /;18/01/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P2851;1;;PAMPERS CONFORTSEC POD pañal x60u G;1;100;CO01;42;1;C;CO01 -042-01C;103767;1;8;8;0;B;1;24/09/2019;02/02/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P2851;1;;PAMPERS CONFORTSEC POD pañal x60u G;1;100;CO01;42;1;B;CO01 -042-01B;104144;1;1;1;0;B;1;26/09/2019;01/09/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P2855;1;;ALWAYSÿPROTECCIONÿPLUSÿSUAVEÿc/Aÿto;1;100;CO03;86;4;A;CO03 -086-04A;105791;1;12;12;0;B;1;17/10/2019;01/09/2021;DO;;10335;
P2863;1;;ALWAYS PROTECCION PLUS SUAVE c/A to;1;100;CO01;85;3;A;CO01 -085-03A;105927;1;16;16;0;B;1;18/10/2019;01/09/2021;DO;;10335;
P2868;1;;AXE PUMP ADRENALINE colonia x82gr;1;100;CO01;36;3;A;CO01 -036-03A;;;0;0;0;B;1;/  /;01/03/2021;DO;;10335;
P2895;1;;SEDAL RIZOS DEFINIDOS SH x340ml;1;100;CO03;61;2;C;CO03 -061-02C;103738;1;5;5;0;B;1;24/09/2019;17/05/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P2898;1;;SEDAL BALANCE CREMOSO SH x340ml;1;100;CO03;59;2;B;CO03 -059-02B;;;0;0;0;B;1;/  /;02/05/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P2908;1;;SEDAL RIZOS DEFINIDOS AC x340ml;1;100;CO03;59;2;A;CO03 -059-02A;;;0;0;0;B;1;/  /;18/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P2909;1;;SEDAL CERAMIDAS AC x340ml;1;100;CO03;41;2;C;CO03 -041-02C;103755;1;15;15;0;B;1;24/09/2019;02/05/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P2914;1;;SEDAL RIZOS DEFINIDOS CPP x300ml;1;100;CO02;60;2;C;CO02 -060-02C;;;0;0;0;B;1;/  /;02/07/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P2921;1;;PAMPERSÿPANTSÿCONFORTÿSECÿpa¤alÿx16;1;100;CO01;61;1;B;CO01 -061-01B;105929;1;1;1;0;B;1;18/10/2019;01/06/2021;DO;;10335;
P2921;1;;PAMPERSÿPANTSÿCONFORTÿSECÿpa¤alÿx16;1;100;CO01;72;1;A;CO01 -072-01A;103872;1;4;4;0;B;1;26/09/2019;01/08/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P2923;1;;PAMPERS PANTS CONFORT SEC pañal x34;1;100;CO01;75;1;A;CO01 -075-01A;104093;1;20;20;0;B;1;26/09/2019;01/12/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P2928;1;;DONNA ALGODON x140gr;1;100;CO01;48;3;A;CO01 -048-03A;;;0;0;0;B;1;/  /;01/09/2023;DO;;10327;ORIEN S.A. - SAN BLAS
P2930;1;;REXONAÿWOMÿCLINICALÿULTRAÿFRESHÿDES;1;100;CO01;60;2;B;CO01 -060-02B;104252;1;11;11;0;B;1;27/09/2019;01/02/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P2931;1;;REXONAÿMENÿCLINICALÿSPORTÿA/TÿSTREN;1;100;CO02;81;2;C;CO02 -081-02C;;;0;0;0;B;1;/  /;01/10/2020;DO;;10327;ORIEN S.A. - SAN BLAS
P2938;1;;MAGISTRAL ACTIVA LIMON deterg.300ml;1;100;CO01;84;2;A;CO01 -084-02A;105367;1;44;44;0;B;1;16/10/2019;01/03/2021;DO;;10335;
P2939;1;;MAGISTRAL ACTIVA MARINA deterg.300m;1;100;CO01;59;2;C;CO01 -059-02C;105926;1;11;11;0;B;1;18/10/2019;01/03/2021;DO;;10335;
P2947;1;;TRESEMME BLINDAJE PLATINUM SH x200m;1;100;CO03;71;3;A;CO03 -071-03A;103713;1;17;17;0;B;1;24/09/2019;02/08/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P2960;1;;REXONA BAMBOO FRESH JBON x1u x125gr;1;100;CO02;41;3;A;CO02 -041-03A;104031;1;235;235;0;B;1;25/09/2019;19/06/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P2964;1;;REXONA ORCHID FRESH JBON x125g x1u;1;100;CO02;55;3;A;CO02 -055-03A;104657;1;50;50;0;B;1;01/10/2019;01/01/2050;DO;;10327;ORIEN S.A. - SAN BLAS
P2970;1;;GOODNITES CALZONCITOS PEQ-MED env.x;1;100;CO01;10;2;C;CO01 -010-02C;104771;1;10;10;0;B;1;02/10/2019;01/06/2022;DO;;10331;
P2971;1;;GOODNITES CALZONCITOS GDE-XGD env.x;1;100;CO01;10;2;B;CO01 -010-02B;;;0;0;0;B;1;/  /;01/06/2022;DO;;10331;
P2972;1;;REXONA ORCHID FRESH JBON LIQ.x250ml;700004;101;;0;0;;;;;1;1;0;B;1;05/11/2019;05/11/2019;DO;;10331;
P2972;1;;REXONA ORCHID FRESH JBON LIQ.x250ml;1;100;CO02;51;3;B;CO02 -051-03B;104315;1;0;0;0;B;1;27/09/2019;01/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P2973;1;;REXONA ACTIVE JBON LIQ.x250ml;1;100;CO02;39;3;A;CO02 -039-03A;104310;1;26;26;0;B;1;27/09/2019;01/04/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P2976;1;;PLENITUD FEMME TOA.EXTRA s/A toa.x2;1;100;CO02;8;3;A;CO02 -008-03A;104587;1;21;21;0;B;1;01/10/2019;06/03/2021;DO;;10331;
P2976;1;;PLENITUD FEMME TOA.EXTRA s/A toa.x2;1;100;CO02;10;3;A;CO02 -010-03A;;;0;0;0;B;1;/  /;06/03/2021;DO;;10331;
P2977;1;;PLENITUDÿFEMMEÿTOA.NOCTURNASÿs/Aÿto;1;100;CO02;14;3;A;CO02 -014-03A;104685;1;3;3;0;B;1;02/10/2019;20/01/2021;DO;;10331;
P2977;1;;PLENITUDÿFEMMEÿTOA.NOCTURNASÿs/Aÿto;1;100;CO02;12;3;B;CO02 -012-03B;104816;1;28;28;0;B;1;03/10/2019;20/01/2021;DO;;10331;
P2978;1;;PLENITUD FEMME TOA.NOCTURNAS s/A to;1;100;CO02;40;3;A;CO02 -040-03A;104608;1;45;45;0;B;1;01/10/2019;11/04/2021;DO;;10331;
P2978;1;;PLENITUD FEMME TOA.NOCTURNAS s/A to;1;100;CO02;40;3;B;CO02 -040-03B;103526;1;23;23;0;B;1;20/09/2019;21/01/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P2983;1;;PANTENE 3MM RIZOS DEFINIDOS AC x170;1;100;CO02;62;2;C;CO02 -062-02C;103675;1;71;71;0;B;1;24/09/2019;01/02/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P2984;1;;PANTENE 3MM LISO EXTREMO AC x170ml;1;100;CO03;39;2;B;CO03 -039-02B;103850;1;97;97;0;B;1;24/09/2019;01/12/2021;DO;;10327;ORIEN S.A. - SAN BLAS
P2985;1;;PANTENEÿ3MMÿHIDRATACIONÿEXTREMAÿACÿ;1;100;CO03;61;2;A;CO03 -061-02A;103678;1;32;32;0;B;1;24/09/2019;01/01/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P2986;1;;PANTENE 3MM RESTAURACION AC x170ml;1;100;CO02;80;2;C;CO02 -080-02C;103754;1;12;12;0;B;1;24/09/2019;02/01/2022;DO;;10327;ORIEN S.A. - SAN BLAS
P2987;1;;NEUTROGENAÿOILFREEÿPINKÿGAPERFRUITÿ;1;100;CO01;33;3;A;CO01 -033-03A;104186;1;10;10;0;B;1;27/09/2019;01/07/2020;DO;;10327;ORIEN S.A. - SAN BLAS
